Mod:Item:MetaData, Localized Name
forestry:fences.0:11, 巴尔杉树栅栏
forestry:fences.0:12, 柳树栅栏
forestry:fences.0:13, 胡桃树栅栏
forestry:fences.0:14, 绿樟树栅栏
forestry:fences.0:15, 樱树栅栏
forestry:fences.1:0, 高槿树栅栏
forestry:fences.1:1, 白杨树栅栏
forestry:fences.1:2, 棕榈树栅栏
forestry:fences.1:3, 木瓜树栅栏
forestry:fences.1:4, 松树栅栏
forestry:fences.1:5, 李子树栅栏
forestry:fences.1:6, 枫树栅栏
forestry:fences.1:7, 柑橘树栅栏
forestry:fences.1:8, 巨杉树栅栏
forestry:fences.1:9, 重蚁树栅栏
forestry:fences.1:10, 紫檀树栅栏
forestry:fences.1:11, 黄檀树栅栏
forestry:fences.1:12, 斑木树栅栏
forestry:fences.fireproof.0:0, 抗燃落叶树栅栏
forestry:fences.fireproof.0:1, 抗燃柚树栅栏
forestry:fences.fireproof.0:2, 抗燃金合欢树栅栏
forestry:fences.fireproof.0:3, 抗燃酸橙树栅栏
forestry:fences.fireproof.0:4, 抗燃栗树栅栏
forestry:fences.fireproof.0:5, 抗燃崖豆树栅栏
forestry:fences.fireproof.0:6, 抗燃猴面包树栅栏
forestry:fences.fireproof.0:7, 抗燃红杉树栅栏
forestry:fences.fireproof.0:8, 抗燃木棉树栅栏
forestry:fences.fireproof.0:9, 抗燃乌檀树栅栏
forestry:fences.fireproof.0:10, 抗燃桃心树栅栏
forestry:fences.fireproof.0:11, 抗燃巴尔杉树栅栏
forestry:fences.fireproof.0:12, 抗燃柳树栅栏
forestry:fences.fireproof.0:13, 抗燃胡桃树栅栏
forestry:fences.fireproof.0:14, 抗燃绿樟树栅栏
forestry:fences.fireproof.0:15, 抗燃樱树栅栏
forestry:fences.fireproof.1:0, 抗燃高槿树栅栏
forestry:fences.fireproof.1:1, 抗燃白杨树栅栏
forestry:fences.fireproof.1:2, 抗燃棕榈树栅栏
forestry:fences.fireproof.1:3, 抗燃木瓜树栅栏
forestry:fences.fireproof.1:4, 抗燃松树栅栏
forestry:fences.fireproof.1:5, 抗燃李子树栅栏
forestry:fences.fireproof.1:6, 抗燃枫树栅栏
forestry:fences.fireproof.1:7, 抗燃柑橘树栅栏
forestry:fences.fireproof.1:8, 抗燃巨杉树栅栏
forestry:fences.fireproof.1:9, 抗燃重蚁树栅栏
forestry:fences.fireproof.1:10, 抗燃紫檀树栅栏
forestry:fences.fireproof.1:11, 抗燃黄檀树栅栏
forestry:fences.fireproof.1:12, 抗燃斑木树栅栏
forestry:fences.vanilla.fireproof.0:0, 抗燃橡木栅栏
forestry:fences.vanilla.fireproof.0:1, 抗燃云杉木栅栏
forestry:fences.vanilla.fireproof.0:2, 抗燃白桦木栅栏
forestry:fences.vanilla.fireproof.0:3, 抗燃丛林木栅栏
forestry:fences.vanilla.fireproof.0:4, 抗燃金合欢栅栏
forestry:fences.vanilla.fireproof.0:5, 抗燃深色橡木栅栏
forestry:fence.gates.larch:0, 落叶树栅栏门
forestry:fence.gates.fireproof.larch:0, 抗燃落叶树栅栏门
forestry:fence.gates.teak:0, 柚树栅栏门
forestry:fence.gates.fireproof.teak:0, 抗燃柚树栅栏门
forestry:fence.gates.acacia:0, 金合欢树栅栏门
forestry:fence.gates.fireproof.acacia:0, 抗燃金合欢树栅栏门
forestry:fence.gates.lime:0, 酸橙树栅栏门
forestry:fence.gates.fireproof.lime:0, 抗燃酸橙树栅栏门
forestry:fence.gates.chestnut:0, 栗树栅栏门
forestry:fence.gates.fireproof.chestnut:0, 抗燃栗树栅栏门
forestry:fence.gates.wenge:0, 崖豆树栅栏门
forestry:fence.gates.fireproof.wenge:0, 抗燃崖豆树栅栏门
forestry:fence.gates.baobab:0, 猴面包树栅栏门
forestry:fence.gates.fireproof.baobab:0, 抗燃猴面包树栅栏门
forestry:fence.gates.sequoia:0, 红杉树栅栏门
forestry:fence.gates.fireproof.sequoia:0, 抗燃红杉树栅栏门
forestry:fence.gates.kapok:0, 木棉树栅栏门
forestry:fence.gates.fireproof.kapok:0, 抗燃木棉树栅栏门
forestry:fence.gates.ebony:0, 乌檀树栅栏门
forestry:fence.gates.fireproof.ebony:0, 抗燃乌檀树栅栏门
forestry:fence.gates.mahogany:0, 桃心树栅栏门
forestry:fence.gates.fireproof.mahogany:0, 抗燃桃心树栅栏门
forestry:fence.gates.balsa:0, 巴尔杉树栅栏门
forestry:fence.gates.fireproof.balsa:0, 抗燃巴尔杉树栅栏门
forestry:fence.gates.willow:0, 柳树栅栏门
forestry:fence.gates.fireproof.willow:0, 抗燃柳树栅栏门
forestry:fence.gates.walnut:0, 胡桃树栅栏门
forestry:fence.gates.fireproof.walnut:0, 抗燃胡桃树栅栏门
forestry:fence.gates.greenheart:0, 绿樟树栅栏门
forestry:fence.gates.fireproof.greenheart:0, 抗燃绿樟树栅栏门
forestry:fence.gates.cherry:0, 樱树栅栏门
forestry:fence.gates.fireproof.cherry:0, 抗燃樱树栅栏门
forestry:fence.gates.mahoe:0, 高槿树栅栏门
forestry:fence.gates.fireproof.mahoe:0, 抗燃高槿树栅栏门
forestry:fence.gates.poplar:0, 白杨树栅栏门
forestry:fence.gates.fireproof.poplar:0, 抗燃白杨树栅栏门
forestry:fence.gates.palm:0, 棕榈树栅栏门
forestry:fence.gates.fireproof.palm:0, 抗燃棕榈树栅栏门
forestry:fence.gates.papaya:0, 木瓜树栅栏门
forestry:fence.gates.fireproof.papaya:0, 抗燃木瓜树栅栏门
forestry:fence.gates.pine:0, 松树栅栏门
forestry:fence.gates.fireproof.pine:0, 抗燃松树栅栏门
forestry:fence.gates.plum:0, 李子树栅栏门
forestry:fence.gates.fireproof.plum:0, 抗燃李子树栅栏门
forestry:fence.gates.maple:0, 枫树栅栏门
forestry:fence.gates.fireproof.maple:0, 抗燃枫树栅栏门
forestry:fence.gates.citrus:0, 柑橘树栅栏门
forestry:fence.gates.fireproof.citrus:0, 抗燃柑橘树栅栏门
forestry:fence.gates.giganteum:0, 巨杉树栅栏门
forestry:fence.gates.fireproof.giganteum:0, 抗燃巨杉树栅栏门
forestry:fence.gates.ipe:0, 重蚁树栅栏门
forestry:fence.gates.fireproof.ipe:0, 抗燃重蚁树栅栏门
forestry:fence.gates.padauk:0, 紫檀树栅栏门
forestry:fence.gates.fireproof.padauk:0, 抗燃紫檀树栅栏门
forestry:fence.gates.cocobolo:0, 黄檀树栅栏门
forestry:fence.gates.fireproof.cocobolo:0, 抗燃黄檀树栅栏门
forestry:fence.gates.zebrawood:0, 斑木树栅栏门
forestry:fence.gates.fireproof.zebrawood:0, 抗燃斑木树栅栏门
forestry:fence.gates.vanilla.fireproof.oak:0, 抗燃橡木栅栏门
forestry:fence.gates.vanilla.fireproof.spruce:0, 抗燃云杉木栅栏门
forestry:fence.gates.vanilla.fireproof.birch:0, 抗燃白桦木栅栏门
forestry:fence.gates.vanilla.fireproof.jungle:0, 抗燃丛林木栅栏门
forestry:fence.gates.vanilla.fireproof.acacia:0, 抗燃金合欢栅栏门
forestry:fence.gates.vanilla.fireproof.dark_oak:0, 抗燃深色橡木栅栏门
forestry:stairs.larch:0, 落叶树楼梯
forestry:stairs.teak:0, 柚树楼梯
forestry:stairs.acacia:0, 金合欢树楼梯
forestry:stairs.lime:0, 酸橙树楼梯
forestry:stairs.chestnut:0, 栗树楼梯
forestry:stairs.wenge:0, 崖豆树楼梯
forestry:stairs.baobab:0, 猴面包树楼梯
forestry:stairs.sequoia:0, 红杉树楼梯
forestry:stairs.kapok:0, 木棉树楼梯
forestry:stairs.ebony:0, 乌檀树楼梯
forestry:stairs.mahogany:0, 桃心树楼梯
forestry:stairs.balsa:0, 巴尔杉树楼梯
forestry:stairs.willow:0, 柳树楼梯
forestry:stairs.walnut:0, 胡桃树楼梯
forestry:stairs.greenheart:0, 绿樟树楼梯
forestry:stairs.cherry:0, 樱树楼梯
forestry:stairs.mahoe:0, 高槿树楼梯
forestry:stairs.poplar:0, 白杨树楼梯
forestry:stairs.palm:0, 棕榈树楼梯
forestry:stairs.papaya:0, 木瓜树楼梯
forestry:stairs.pine:0, 松树楼梯
forestry:stairs.plum:0, 李子树楼梯
forestry:stairs.maple:0, 枫树楼梯
forestry:stairs.citrus:0, 柑橘树楼梯
forestry:stairs.giganteum:0, 巨杉树楼梯
forestry:stairs.ipe:0, 重蚁树楼梯
forestry:stairs.padauk:0, 紫檀树楼梯
forestry:stairs.cocobolo:0, 黄檀树楼梯
forestry:stairs.zebrawood:0, 斑木树楼梯
forestry:stairs.fireproof.larch:0, 抗燃落叶树楼梯
forestry:stairs.fireproof.teak:0, 抗燃柚树楼梯
forestry:stairs.fireproof.acacia:0, 抗燃金合欢树楼梯
forestry:stairs.fireproof.lime:0, 抗燃酸橙树楼梯
forestry:stairs.fireproof.chestnut:0, 抗燃栗树楼梯
forestry:stairs.fireproof.wenge:0, 抗燃崖豆树楼梯
forestry:stairs.fireproof.baobab:0, 抗燃猴面包树楼梯
forestry:stairs.fireproof.sequoia:0, 抗燃红杉树楼梯
forestry:stairs.fireproof.kapok:0, 抗燃木棉树楼梯
forestry:stairs.fireproof.ebony:0, 抗燃乌檀树楼梯
forestry:stairs.fireproof.mahogany:0, 抗燃桃心树楼梯
forestry:stairs.fireproof.balsa:0, 抗燃巴尔杉树楼梯
forestry:stairs.fireproof.willow:0, 抗燃柳树楼梯
forestry:stairs.fireproof.walnut:0, 抗燃胡桃树楼梯
forestry:stairs.fireproof.greenheart:0, 抗燃绿樟树楼梯
forestry:stairs.fireproof.cherry:0, 抗燃樱树楼梯
forestry:stairs.fireproof.mahoe:0, 抗燃高槿树楼梯
forestry:stairs.fireproof.poplar:0, 抗燃白杨树楼梯
forestry:stairs.fireproof.palm:0, 抗燃棕榈树楼梯
forestry:stairs.fireproof.papaya:0, 抗燃木瓜树楼梯
forestry:stairs.fireproof.pine:0, 抗燃松树楼梯
forestry:stairs.fireproof.plum:0, 抗燃李子树楼梯
forestry:stairs.fireproof.maple:0, 抗燃枫树楼梯
forestry:stairs.fireproof.citrus:0, 抗燃柑橘树楼梯
forestry:stairs.fireproof.giganteum:0, 抗燃巨杉树楼梯
forestry:stairs.fireproof.ipe:0, 抗燃重蚁树楼梯
forestry:stairs.fireproof.padauk:0, 抗燃紫檀树楼梯
forestry:stairs.fireproof.cocobolo:0, 抗燃黄檀树楼梯
forestry:stairs.fireproof.zebrawood:0, 抗燃斑木树楼梯
forestry:stairs.vanilla.fireproof.oak:0, 抗燃橡木楼梯
forestry:stairs.vanilla.fireproof.spruce:0, 抗燃云杉木楼梯
forestry:stairs.vanilla.fireproof.birch:0, 抗燃桦木楼梯
forestry:stairs.vanilla.fireproof.jungle:0, 抗燃丛林木楼梯
forestry:stairs.vanilla.fireproof.acacia:0, 抗燃金合欢木楼梯
forestry:stairs.vanilla.fireproof.dark_oak:0, 抗燃深色橡木楼梯
forestry:doors.larch:0, 落叶树门
forestry:doors.teak:0, 柚树门
forestry:doors.acacia:0, 金合欢树门
forestry:doors.lime:0, 酸橙树门
forestry:doors.chestnut:0, 栗树门
forestry:doors.wenge:0, 崖豆树门
forestry:doors.baobab:0, 猴面包树门
forestry:doors.sequoia:0, 红杉树门
forestry:doors.kapok:0, 木棉树门
forestry:doors.ebony:0, 乌檀树门
forestry:doors.mahogany:0, 桃心树门
forestry:doors.balsa:0, 巴尔杉树门
forestry:doors.willow:0, 柳树门
forestry:doors.walnut:0, 胡桃树门
forestry:doors.greenheart:0, 绿樟树门
forestry:doors.cherry:0, 樱树门
forestry:doors.mahoe:0, 高槿树门
forestry:doors.poplar:0, 白杨树门
forestry:doors.palm:0, 棕榈树门
forestry:doors.papaya:0, 木瓜树门
forestry:doors.pine:0, 松树门
forestry:doors.plum:0, 李子树门
forestry:doors.maple:0, 枫树门
forestry:doors.citrus:0, 柑橘树门
forestry:doors.giganteum:0, 巨杉树门
forestry:doors.ipe:0, 重蚁树门
forestry:doors.padauk:0, 紫檀树门
forestry:doors.cocobolo:0, 黄檀树门
forestry:doors.zebrawood:0, 斑木树门
forestry:sapling_ge:0, tile.for.sapling_ge.name
forestry:leaves.decorative.0:0, 苹果橡树叶
forestry:leaves.decorative.0:1, 黑橡树叶
forestry:leaves.decorative.0:2, 银桦树叶
forestry:leaves.decorative.0:3, 银橙树叶
forestry:leaves.decorative.0:4, 胡桃树叶
forestry:leaves.decorative.0:5, 甜栗树叶
forestry:leaves.decorative.0:6, 山丘樱树叶
forestry:leaves.decorative.0:7, 柠檬树叶
forestry:leaves.decorative.0:8, 李子树叶
forestry:leaves.decorative.0:9, 糖枫树叶
forestry:leaves.decorative.0:10, 红果云杉树叶
forestry:leaves.decorative.0:11, 落叶松树叶
forestry:leaves.decorative.0:12, 西黄松树叶
forestry:leaves.decorative.0:13, 海岸红杉树叶
forestry:leaves.decorative.0:14, 巨杉树叶
forestry:leaves.decorative.0:15, 丛林树叶
forestry:leaves.decorative.1:0, 柚树叶
forestry:leaves.decorative.1:1, 重蚁树树叶
forestry:leaves.decorative.1:2, 木棉树叶
forestry:leaves.decorative.1:3, 乌檀树叶
forestry:leaves.decorative.1:4, 斑木树树叶
forestry:leaves.decorative.1:5, 黄桉树叶
forestry:leaves.decorative.1:6, 金合欢树叶
forestry:leaves.decorative.1:7, 沙漠刺槐树叶
forestry:leaves.decorative.1:8, 紫檀树树叶
forestry:leaves.decorative.1:9, 巴尔杉树叶
forestry:leaves.decorative.1:10, 黄檀树树叶
forestry:leaves.decorative.1:11, 崖豆树叶
forestry:leaves.decorative.1:12, 猴面包树叶
forestry:leaves.decorative.1:13, 高槿树叶
forestry:leaves.decorative.1:14, 银柳树叶
forestry:leaves.decorative.1:15, 绿心樟树叶
forestry:leaves.decorative.2:0, 木瓜树叶
forestry:leaves.decorative.2:1, 椰枣树叶
forestry:leaves.decorative.2:2, 白杨树叶
forestry:tree_chest:0, 林业员箱子
forestry:mushroom:0, tile.for.mushroom.name
forestry:mushroom:1, tile.for.mushroom.name
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:0, 农场方块
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:2, 农场齿轮箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:3, 农场出货箱
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:4, 农场水阀
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:ffarm:5, 农场控制盒
forestry:arboretum:0, 自动伐木机
forestry:arboretum:1, 手动伐木机
forestry:farm_crops:0, 自动收割机
forestry:farm_crops:1, 手动收割机
forestry:farm_mushroom:0, 自动蘑菇收割机
forestry:farm_mushroom:1, 手动蘑菇收割机
forestry:farm_gourd:0, 自动瓜类收割机
forestry:farm_gourd:1, 手动瓜类收割机
forestry:farm_nether:0, 自动地狱收割机
forestry:farm_nether:1, 手动地狱收割机
forestry:farm_ender:0, 自动末影收割机
forestry:farm_ender:1, 手动末影收割机
forestry:peat_bog:0, 自动泥炭沼泽
forestry:peat_bog:1, 手动泥炭沼泽
forestry:habitat_former:0, Habitat Former
forestry:habitat_screen, Habitat Screen
forestry:habitat_locator, 栖息地定位仪
forestry:imprinter, 染色体变换仪
forestry:cart.beehouse:0, 蜂房车
forestry:cart.beehouse:1, 蜂箱车
forestry:frame_untreated, 未处理框架
forestry:frame_impregnated, 浸渍框架
forestry:frame_proven, 标定框架
forestry:honey_drop:0, 蜂蜜滴
forestry:pollen:0, 花粉
forestry:pollen:1, 水晶花粉
forestry:propolis:0, 蜂胶
forestry:propolis:1, 粘性蜂胶
forestry:propolis:3, 丝滑蜂胶
forestry:honeydew, 蜂蜜汁
forestry:royal_jelly, 蜂王浆
forestry:wax_cast, 打蜡工具
forestry:bee_combs:0, 蜜蜂蜂窝
forestry:bee_combs:2, 激化蜂窝
forestry:bee_combs:3, 纤维蜂窝
forestry:bee_combs:4, 冻结蜂窝
forestry:bee_combs:5, 滴水蜂窝
forestry:bee_combs:6, 丝滑蜂窝
forestry:bee_combs:7, 炎热蜂窝
forestry:bee_combs:15, 苔藓蜂窝
forestry:bee_combs:16, 醇厚蜂窝
forestry:apiarist_helmet, 养蜂员帽子
forestry:apiarist_chest, 养蜂员衬衣
forestry:apiarist_legs, 养蜂员裤子
forestry:apiarist_boots, 养蜂员靴子
forestry:scoop, 捕虫网
forestry:smoker, 驱蜂烟雾
forestry:apiary:0, 蜂箱
forestry:bee_house:0, 简易蜂房
forestry:bee_chest:0, 养蜂人箱子
forestry:beehives:0, 森林蜂巢
forestry:beehives:1, 草地蜂巢
forestry:beehives:2, 温和蜂巢
forestry:beehives:3, 热带蜂巢
forestry:beehives:4, 末影蜂巢
forestry:beehives:5, 凛冬蜂巢
forestry:beehives:6, 沼泽蜂巢
forestry:candle:0, 熄灭的蜡烛
forestry:stump:0, 蜡烛
forestry:bee_combs_0:0, 蜜蜂蜂窝块
forestry:bee_combs_0:2, 激化蜂窝块
forestry:bee_combs_0:3, 纤维蜂窝块
forestry:bee_combs_0:4, 冻结蜂窝块
forestry:bee_combs_0:5, 滴水蜂窝块
forestry:bee_combs_0:6, 丝滑蜂窝块
forestry:bee_combs_0:7, 炎热蜂窝块
forestry:bee_combs_0:15, 苔藓蜂窝块
forestry:bee_combs_1:0, 醇厚蜂窝块
forestry:alveary.plain:0, 蜂箱组
forestry:alveary.swarmer:0, 蜂箱组克隆盒
forestry:alveary.fan:0, 蜂箱组风扇
forestry:alveary.heater:0, 蜂箱组加热器
forestry:alveary.hygro:0, 蜂箱组保湿器
forestry:alveary.stabiliser:0, 蜂箱组稳定器
forestry:alveary.sieve:0, 蜂箱组滤网
forestry:engine_peat:0, 泥炭引擎
forestry:engine_biogas:0, 沼气引擎
forestry:engine_clockwork:0, 发条引擎
forestry:fluid.bio.ethanol, 种子油
forestry:fluid.biomass, 生物质
forestry:fluid.glass, 液态玻璃
forestry:fluid.for.honey, 蜂蜜
forestry:fluid.ice, 碎冰
forestry:fluid.juice, 果汁
forestry:fluid.milk, 牛奶
forestry:fluid.seed.oil, 种子油
forestry:fluid.short.mead, 蜂蜜酒
forestry:can, item.for.can.name
forestry:capsule, item.for.capsule.name
forestry:refractory, item.for.refractory.name
rebornstorage:storagecell:0, 256k 存储磁盘
rebornstorage:storagecell:1, 1024k 存储磁盘
rebornstorage:storagecell:2, 4096k 存储磁盘
rebornstorage:storagecell:3, 16384k 存储磁盘
rebornstorage:storagecellfluid:0, 16384k 流体存储磁盘
rebornstorage:storagecellfluid:1, 32768k 流体存储磁盘
rebornstorage:storagecellfluid:2, 131m 流体存储磁盘
rebornstorage:storagecellfluid:3, 524m 流体存储磁盘
rebornstorage:storagepart:0, 256k 存储元件
rebornstorage:storagepart:1, 1024k 存储元件
rebornstorage:storagepart:2, 4096k 存储元件
rebornstorage:storagepart:3, 16384k 存储元件
rebornstorage:storagepart:4, 16384k 流体存储元件
rebornstorage:storagepart:5, 32768k 流体存储元件
rebornstorage:storagepart:6, 131m 流体存储原件
rebornstorage:storagepart:7, 524m 流体存储元件
rebornstorage:multicrafter:0, 合成器框架
rebornstorage:multicrafter:1, 散热器
rebornstorage:multicrafter:2, 合成器CPU
rebornstorage:multicrafter:3, 合成器存储
rebornstorage:multicrafter:4, IO端口
sereneseasons:greenhouse_glass:0, 温室玻璃
sereneseasons:season_sensor_spring:0, 季节传感器（春）
sereneseasons:season_sensor_summer:0, 季节传感器（夏）
sereneseasons:season_sensor_autumn:0, 季节传感器（秋）
sereneseasons:season_sensor_winter:0, 季节传感器（冬）
sereneseasons:ss_icon, 静谧四季图标
sereneseasons:season_clock, 季节指示仪
tombmanygraves:death_list, 死亡物品栏列表
tanaddons:temp_regulator, 温度调节器
tanaddons:portable_temp_regulator, 便携式温度调节器
tanaddons:thirst_quencher, 止渴仪
libvulpes:blockphantom, tile.blockPhantom.name
libvulpes:hatch:0, 输入口
libvulpes:hatch:1, 输出口
libvulpes:hatch:2, 液体输入口
libvulpes:hatch:3, 液体输出口
libvulpes:placeholder, 机器
libvulpes:structuremachine, 机器结构方块
libvulpes:creativepowerbattery, 创造模式能量输入口
libvulpes:forgepowerinput, 能量输入口
libvulpes:forgepoweroutput, 能量输出口
libvulpes:coalgenerator, 煤炭发电机
libvulpes:motor, 马达
libvulpes:advancedmotor, 高级马达
libvulpes:enhancedmotor, 强化马达
libvulpes:elitemotor, 精英马达
libvulpes:advstructuremachine, 高级机器结构方块
libvulpes:productdust:0, 双锂 粉
libvulpes:productdust:1, 铁 粉
libvulpes:productdust:2, 金 粉
libvulpes:productdust:3, 硅 粉
libvulpes:productdust:4, 铜 粉
libvulpes:productdust:5, 锡 粉
libvulpes:productdust:6, 钢 粉
libvulpes:productdust:7, 钛 粉
libvulpes:productdust:9, 铝 粉
libvulpes:productdust:10, 铱 粉
libvulpes:productingot:3, 硅 锭
